attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,class
57,66,8955,11980,6267,16050,6837,9380,4785,960,1
57,80,15647,3954,17404,8020,7200,5912,5708,2341,1
47,78,307612,54050,38022,9393,13180,7234,5570,2973,1
60,67,2593,24072,481,3331,4311,13958,5448,3975,1
57,47,15405,27773,1204,2580,5939,7502,3436,2834,1
70,53,5079,4632,7723,8806,3951,4838,5997,1150,1
63,67,10490,14944,3864,5094,3508,4524,5389,3246,1
63,88,33903,16291,16260,5591,6421,8830,6632,1894,1
53,75,63234,30986,2225,10913,2623,3607,2946,4114,1
48,57,39524,78112,13314,10106,2899,12304,8567,3430,1
50,66,20018,10225,7730,9248,1980,6403,2221,2995,1
56,61,7395,8236,5800,4241,8536,11071,3267,2277,1
53,53,524065,188534,28844,3633,5098,10388,5209,1627,1
57,41,9783,14146,7983,2382,7966,7760,3589,5197,1
37,26,574577,277092,17836,5031,19320,12253,5582,5179,1
40,43,135707,19556,17169,5489,1768,3455,5780,1110,1
47,56,46389,7254,9051,7410,8925,8939,6635,3031,1
35,60,668886,109584,11893,63701,34805,12784,5978,5439,1
38,66,512916,77663,202052,18835,51992,10638,15303,1664,7
40,80,538040,143661,43113,4801,6239,10004,8546,3081,7
38,70,24913,28392,9444,10199,6961,12388,7695,3464,7
29,78,33483,80548,55279,9696,7523,12997,4692,2617,7
35,63,682799,58071,9212,19990,5512,5629,3509,1026,7
29,50,353274,281801,8057,15002,16789,9768,5173,3016,7
10,48,252451,48065,4346,15991,1055,1463,1805,2958,7
10,54,720649,60500,70260,30753,5598,14251,6138,3209,7
21,48,353457,55134,12346,4589,10102,21140,7474,3894,7
37,74,624857,27784,14028,24511,9895,14602,3982,2475,7
51,77,807320,47960,16107,28794,17042,12745,13759,5809,7
60,64,234178,36915,15408,12198,5767,14996,17885,15913,7
41,74,804383,99418,18686,30705,6332,4963,5467,3241,7
41,69,25979,31661,11201,18912,14098,14271,12948,2082,7
26,48,194651,242807,5792,12285,6259,5876,4430,3397,7
29,51,709859,14787,20309,4593,5033,13045,8161,4097,7
44,57,38142,19590,10403,16249,3866,8701,6155,4867,7
50,60,11763,11186,5020,13370,8526,12235,9386,3117,7
64,78,13733,8433,3162,10068,14944,7471,16595,2937,7
61,63,20932,52148,9502,9004,13475,10158,4587,11215,7
69,61,12764,11044,5700,8636,4196,9890,15589,4983,7
70,64,9161,19595,9071,10604,5044,15423,17138,11892,7
69,61,40998,47252,16382,15381,19261,24672,8302,3602,7
69,69,590720,71602,34527,26703,13201,18682,7854,16018,7
64,67,209597,53942,22585,11869,7742,14507,17481,5271,7
53,61,64267,71425,5280,19843,11407,9965,21870,3747,7
37,61,856781,71650,17301,12434,1628,3998,2329,2831,7
44,56,6635,28745,10818,8660,9327,19199,16483,3295,7
48,60,560523,32414,16064,26646,18083,18397,10014,5430,7
53,67,108731,15907,1977,13792,5283,7247,6841,1821,7
63,66,185113,46610,9598,14095,6237,9649,9070,7391,7
57,70,15052,13499,5014,10800,9819,6916,3605,763,7
69,69,12874,4541,2162,10465,5258,15851,12253,3763,7
61,57,357217,95645,12988,10440,8077,10570,17725,4860,7
84,66,6252,3466,4806,24314,14337,37609,5793,3888,7
69,66,14444,31601,12402,11729,16025,8627,6513,8997,7
69,61,1028136,25362,8686,16541,15793,18745,17522,3627,7
47,54,114003,80214,16815,10050,8398,7445,6259,5970,7
60,60,24499,8759,4882,5226,5837,8517,6706,4751,7
57,56,51561,55926,13979,6707,5312,11050,5402,5610,7
38,47,815030,382839,33875,28411,10135,4924,16101,5060,7
24,44,33422,35223,10853,4965,6552,4531,18262,5798,7
10,40,211685,177106,35814,3886,2597,4396,1999,739,7
14,43,11940,13807,3426,11613,10130,9491,16044,6116,7
41,41,10317,21887,3419,2129,6713,9787,6276,6710,7
47,50,7807,17410,12018,11908,6697,6840,21954,2525,7
64,64,159097,8615,8722,6073,1325,4924,1438,1068,7
53,80,43300,14697,22545,22579,7327,4649,4492,3611,7
37,100,9579,8996,48585,6532,7931,5050,5095,2945,7
34,100,34375,46729,8798,28291,5632,11687,8021,10530,7
47,77,1165036,328783,28114,54500,114214,175756,184824,38711,7
41,67,48342,37389,6594,8662,2022,2455,4482,653,7
43,57,10397,31492,7751,32797,4411,5868,7787,2775,7
41,48,820291,112783,12874,21832,4543,19331,11827,5194,7
34,53,12207,24678,2563,4777,5277,5391,8810,11016,7
50,57,14818,66730,18667,38423,25739,11964,14015,10887,3
61,80,7131,17236,21652,9361,7617,16878,8173,15204,3
61,78,2637,10985,4884,16639,6004,10333,8346,3930,3
64,66,213859,65663,12742,3380,20236,11551,21331,18679,3
81,53,8235,5676,1774,5241,11676,21420,7021,3268,3
74,35,213898,130574,8540,12312,15282,19321,22756,14964,3
83,21,5472,6293,621,5422,10397,13585,12574,10581,3
91,30,7246,17970,14057,4546,9534,15627,11414,13808,3
74,56,10807,3461,22956,41324,10946,12478,14001,9343,3
80,77,13182,13522,11916,24510,13163,12736,21341,2084,3
66,90,574884,43025,26466,33995,21357,21086,18456,6269,3
53,90,513478,76129,37548,7156,5472,11809,17629,7507,3
63,83,9496,4755,16493,17175,2986,21778,18750,3968,3
60,93,23461,5872,34494,22999,7913,12364,10129,4208,3
64,84,14160,32621,4102,17783,9722,19557,9231,5200,3
61,84,151071,49740,17621,13543,13001,5066,13298,7422,3
60,81,15188,13033,11017,40382,19453,28156,15856,7289,3
56,69,49795,28475,11289,24801,11523,9226,21513,9863,3
64,75,3447,6353,14817,7977,8019,29701,8733,6991,3
77,78,4630,10780,12155,6010,7913,8153,12826,4053,3
75,70,9941,16226,11099,3311,9420,10551,5739,4392,3
75,70,88168,28887,8717,26953,10067,10145,6594,4662,3
60,75,261583,71675,64192,13493,12413,24563,9702,2006,3
61,69,699217,44881,25605,7058,19358,23334,6290,10851,3
51,64,617434,110617,11497,25869,8255,14728,7647,8159,3
51,60,25787,18099,6563,8624,8019,5823,8625,2139,3
38,74,55157,8988,30884,9262,11187,7513,5975,5932,3
41,84,13118,21925,36029,2372,13543,8725,4004,8089,3
50,87,7419,12481,2028,15359,11763,11638,6035,2735,3
54,80,196858,91010,14281,41302,32783,14544,15128,4486,3
57,78,61668,16165,14568,54919,18848,22719,24549,4888,3
74,63,6793,11655,6492,3352,14750,22526,16155,4605,3
77,63,77743,17067,6946,5179,7949,9899,6523,2068,3
64,64,175744,30343,43638,12611,7228,4908,11636,5755,3
54,74,36444,15123,8812,9634,8005,9924,10677,8141,3
57,67,189601,41145,13252,9636,7075,21938,8830,2447,3
57,70,122594,5038,5754,3709,9027,5522,3194,4324,3
67,51,648742,118086,29227,783,22444,30706,24356,7331,3
69,44,217337,180722,52827,22674,10437,83734,33933,38142,3
51,37,546404,450363,22774,46136,14016,16536,14045,10766,3
43,26,589654,78795,12642,4237,23203,10825,27001,5381,3
51,41,5693,4716,19370,8755,9018,18612,12515,13184,3
53,37,32205,41887,6799,4467,7841,20264,7378,9909,3
61,43,465020,68977,5527,33271,48037,11734,12908,12281,3
67,41,3370,58247,5608,6023,13950,17709,17808,2627,3
60,38,296370,39743,10775,36627,21002,17395,19981,4453,3
60,50,13050,11386,2354,15069,11281,10825,9582,12975,3
67,56,14945,14414,15644,7260,8243,11552,10187,3610,3
53,69,913475,200902,80114,26414,30625,12328,31896,5585,3
50,63,304251,52564,18187,7244,12475,9449,8222,1872,3
44,60,17552,6060,17857,11587,18550,10646,6659,3621,7
64,40,38978,10319,3867,4999,13589,15485,7374,2041,7
88,56,739876,28642,38153,27368,16956,27363,12850,3572,7
70,56,300401,83387,107611,12686,10297,8200,4644,1728,7
66,38,27957,33613,284,5765,10544,6883,4327,4305,7
38,56,38968,20211,29902,24300,4312,7004,4285,3762,7
41,50,627835,25817,12845,14874,13558,18483,11584,3398,7
44,50,243285,120837,92959,63568,5063,17493,3789,2746,7
35,64,256274,108812,34388,62190,21762,15598,9409,2259,7
26,57,353141,51107,11209,44267,9976,5013,9483,5094,7
10,57,1698816,130835,45993,40838,19624,18004,2623,4060,7
3,37,790595,315564,3349,30760,17563,13012,5553,4018,7
4,26,1242033,218125,21779,32709,39182,26512,9385,2777,7
24,20,28730,35406,9088,14084,4774,14782,5940,2978,7
57,21,51940,98274,6459,8459,28815,14331,4096,2338,7
50,35,53134,116406,50635,51071,2782,10181,3934,1470,7
47,29,285882,55235,15753,4084,8014,13645,5810,1420,7
35,29,392073,103179,70877,26243,16582,29490,8556,2527,7
35,54,5963,20143,2931,49695,4089,8403,3029,2901,7
54,53,13007,16223,8917,17870,11070,10485,4786,745,7
63,67,27515,6746,14269,32175,20945,16397,4559,1323,7
63,70,3912,29526,12655,34394,16235,11205,5066,1745,7
63,66,4956,17246,1179,23682,1893,5472,8174,4032,7
56,74,14205,13178,31787,13420,9931,8317,5678,1024,7
30,78,656501,6964,6609,15510,1977,1442,1283,782,7
40,80,6267,6605,24063,4912,12360,9787,8269,2566,7
30,67,170507,112400,17613,18013,7372,9820,7061,1806,7
20,38,683474,287804,10587,5613,7658,15621,10736,1410,7
29,27,128074,109626,27484,55100,8806,21300,7218,3179,7
16,29,940965,60480,43113,47890,28680,28891,6935,1897,7
27,50,4711,19104,16078,1322,11450,5251,1192,2526,7
30,51,25899,29106,20333,12372,10976,8533,6880,2037,7
48,56,6901,47159,28078,16851,9570,10285,7287,1931,7
44,64,10521,8045,32621,15454,9557,8303,2779,1173,7
34,67,82034,80420,86207,7131,26812,9417,3808,6509,7
40,66,187917,42641,25243,16039,15474,17765,3652,3076,7
30,57,121102,163681,21421,24712,10042,11855,7649,4215,7
29,44,152351,68618,31415,4999,11022,15069,8881,3957,7
47,47,48623,41678,30471,36550,11771,25406,8393,3254,7
40,48,16847,26024,9595,22194,12413,7216,5107,2504,7
38,60,211960,55673,30679,29248,10803,5698,5266,1777,7
27,56,420340,173726,40082,11129,2401,13458,8645,3836,7
35,48,60396,31952,13546,8079,5086,23669,11331,1707,7
43,35,667192,25954,5419,4737,14726,8584,1593,221,7
61,34,34906,25017,8068,19280,5762,10341,6719,2635,7
70,48,18813,26565,18793,47596,13451,13835,3655,1915,7
44,35,336015,203919,4101,21494,38632,10438,5370,3213,7
41,44,678050,54632,27418,14488,7704,18133,7975,7533,7
27,43,1666850,71225,44119,9016,12139,9046,15257,6418,7
37,35,7787,13022,11727,6592,7689,11189,7489,5583,7
64,48,25060,12053,6197,4735,3851,9270,3143,2192,7
69,51,35309,12137,16180,3720,3766,10396,8364,3568,7
70,43,283583,176312,38922,5803,4897,15795,7312,5607,7
78,40,9034,16881,8851,11019,15288,20131,9506,2205,7
78,41,24220,15487,10604,16530,24504,17385,3952,2211,7
54,34,630279,267615,85890,10552,18240,16636,3742,2828,7
63,30,16489,64793,8718,5081,4578,11419,5089,4957,7
44,44,34164,9892,41815,9293,11183,7094,9781,2193,7
26,47,42383,20650,12586,2648,3532,3481,5486,798,7
26,41,322131,176490,22068,10655,5174,8660,5055,1462,7
34,57,9538,6941,26493,8772,17738,11738,15564,4709,7
30,47,7669,87821,42335,26616,20440,16372,2981,3980,7
34,50,18432,135593,17456,33785,8199,10145,12572,3519,7
23,47,493234,64898,50327,12714,11927,15192,2840,1638,7
14,48,2238534,98496,39191,36460,11908,10062,6079,1621,7
20,48,160337,57237,13473,23057,22561,11838,6130,2882,7
27,47,384830,98021,24161,11620,6019,14741,2219,4344,7
27,41,87575,78222,27894,15753,11078,13463,4851,4586,7
38,47,1375670,44939,33154,35798,14270,13743,5306,3247,7
47,47,43974,49241,12933,21340,18373,24251,5618,4168,7
47,50,11970,15843,8086,7505,16357,3525,2520,2695,7
47,64,5465,9572,27357,17001,3509,5845,3997,1810,7
40,48,435995,118597,10371,10199,6544,11318,6544,2147,7
21,50,4316,69265,25914,11125,11609,5592,2883,931,7
26,44,36935,57137,8899,16956,17821,14029,9435,3115,7
35,34,42893,16247,17466,14424,28780,10535,10054,1304,7
37,51,20461,14613,22376,10957,12153,4068,4564,2794,7
44,64,738411,37299,102118,35932,20445,16928,3310,2188,7
44,64,36406,29729,7037,6374,11681,7050,4858,1373,7
37,75,125049,49585,13471,31701,9003,16754,6665,4869,7
34,63,538145,77983,21971,8573,6359,8218,5196,2594,7
44,60,20126,28165,5643,6281,9968,9037,14929,1512,7
47,51,31599,23236,4620,4537,4175,7245,7765,3019,7
47,47,19558,40627,9675,8918,8834,11106,4942,3041,7
53,47,20095,29470,8576,8903,20679,7398,7222,3593,7
38,57,8432,24205,10108,33980,4869,3903,2724,1036,7
34,61,693529,48495,7482,22794,11706,10121,5147,1445,7
40,67,46232,14169,15398,12210,5746,15876,4344,1679,7
48,69,18152,21056,10856,13095,19987,16090,4701,1099,7
61,63,5100,19397,8252,11744,9997,7335,5282,1225,7
54,67,14447,15790,17569,10101,9977,6772,2681,1090,7
53,69,20910,22422,5950,18287,9854,15532,1991,1663,7
48,74,24898,27544,3694,25200,5089,6812,6722,2448,7
64,64,29234,4702,3473,2326,8583,8027,2515,4062,7
51,53,295819,105604,13968,7616,7804,5197,2059,1711,7
37,47,211394,208364,22108,39814,15181,22540,11767,3929,7
50,43,23471,3684,6239,6634,14001,7374,3303,1369,7
44,50,21439,12503,9791,11309,8905,17019,4847,2798,7
60,63,291275,12129,14184,14919,10629,7233,2534,2121,7
67,75,10504,8195,15205,5679,9109,5670,4519,1365,7
54,64,696924,87766,13397,3719,17301,15393,2777,986,0
53,63,23438,25215,18512,12887,7233,8055,2361,1452,0
66,60,1177,5588,15534,6852,6317,11548,2309,2524,0
91,67,7547,13184,25507,4568,9853,12526,5205,1780,0
74,66,13031,79977,4850,22836,15872,9422,1953,1086,0
69,50,10375,24854,2750,2364,1789,10024,4558,5278,0
50,48,498406,42140,9948,15815,13001,9759,3504,2688,0
47,47,85741,27170,16467,11758,3360,11810,3484,2086,0
64,53,7879,9035,5603,7836,4272,10692,9675,2805,0
63,63,18623,10604,12989,7011,26448,8924,3937,982,0
78,66,3991,11923,3729,14741,3488,16263,4400,2044,0
81,66,325048,7816,6979,14862,16842,8195,5194,1119,0
75,66,3692,23149,1051,27004,4259,13666,6784,2039,0
67,75,11158,11256,4766,22492,7920,6180,7735,843,0
61,74,18733,18957,12515,6968,6735,11216,17296,5185,0
70,66,64509,17246,4310,11079,10745,22604,5244,1116,0
67,56,62808,131735,53878,1771,6169,21398,6621,1795,0
48,56,14705,67224,2917,11561,6424,8399,3027,1688,0
40,66,15525,6644,14138,6244,2325,8953,2437,2818,0
43,78,8507,16304,24515,16387,3815,7843,3303,1200,0
53,75,5484,5795,14694,10097,12047,7970,6871,1968,0
57,81,489847,58318,10296,20893,19073,17257,9919,2450,0
60,75,3317,6998,5192,4286,3079,7065,2127,1255,0
56,67,19350,30910,19281,24798,22759,8119,3879,2249,0
40,56,235895,106656,23711,6900,14531,6750,4992,1287,0
40,61,63122,50421,34853,12056,7161,20392,3942,1255,0
41,56,11918,14403,12060,12226,10942,13828,4795,1455,0
60,61,135904,15390,12511,3675,13166,11237,7128,3552,0
75,75,47102,2750,10262,13363,7059,16870,3448,3300,0
61,67,702033,60569,11814,12329,2580,8966,9361,1026,0
47,56,430535,82649,8400,12130,11098,9856,5261,9744,0
30,50,117036,19462,2701,10898,6501,5978,7982,1207,0
26,38,1025037,38914,494,3231,3318,2323,3442,759,0
37,40,16090,41420,19843,29803,6485,14701,11482,1340,7
67,61,12419,5867,7317,7356,2962,11259,6983,1378,7
64,56,6350,19634,2818,7440,25341,5479,3230,2504,7
64,61,19740,12142,13553,5779,12657,7319,2371,1353,7
50,51,436787,310898,52557,22234,11547,12163,10700,8304,7
41,51,309554,21929,16531,16104,6998,9319,7228,2074,7
47,61,91947,15743,13519,17046,14383,13408,4635,3772,7
44,63,20849,12669,5255,14048,11159,6269,5285,2778,7
56,75,16064,40131,16927,42814,11240,11328,6321,6975,7
40,60,1139956,104223,12124,6268,13989,3790,2070,1505,7
20,47,36388,137596,20341,3845,4889,5468,13304,3616,7
11,51,41604,51232,58994,15426,8731,8537,3567,2578,7
14,50,10750,36616,28513,30031,11997,17540,4557,2738,7
26,54,19185,43335,6966,12906,17751,6235,8950,4177,7
38,67,24573,38039,16877,16672,5975,10052,5025,1081,7
48,64,11792,27607,24261,14502,9748,14142,5047,2504,7
47,64,8490,14859,24568,3917,13528,6396,12792,2335,7
40,60,2341438,225933,4285,37218,8071,14199,2857,3948,7
37,60,45239,54828,33554,7679,9433,8748,3207,1721,7
34,51,17293,44264,7920,15371,17920,9958,5515,5741,7
38,48,48096,18040,18851,5206,16522,10632,5947,4091,7
57,54,13197,21045,13245,5114,8699,15986,5207,3145,7
54,48,50441,69167,15742,7436,24586,5839,10293,1565,7
44,44,647495,102146,14191,17998,31736,7488,3239,3646,7
48,43,6751,18259,8987,6694,6835,12281,4245,3101,7
34,40,1256,43776,7491,9251,4874,7006,8573,1890,7
44,40,5762,50798,3169,14510,6877,12040,4574,5910,7
40,43,11263,25013,23423,1228,7043,10942,5942,2609,7
41,47,450181,122281,15103,16787,5427,10161,3857,2171,7
50,56,15782,18712,27402,21512,3854,20648,2975,1680,7
51,64,9126,23485,3858,10006,3358,9853,3596,1204,7
60,77,7665,27789,47371,3805,10214,11532,2941,2161,7
44,69,111495,102166,36168,36904,31821,10600,11047,1887,7
30,57,1909587,144231,4108,44228,16152,6335,6761,7377,7
26,54,304208,18556,1847,5062,6706,3829,1902,1023,7
16,53,338931,77635,55772,33704,25904,8501,10849,2298,7
11,38,1555201,1018610,34044,74960,83806,37799,61076,10626,7
11,38,783424,57935,13553,16483,12787,5078,1820,1360,7
11,47,2130219,310757,167218,50899,24975,18087,24396,8594,7
14,50,1578741,37256,32656,49296,11257,23896,15634,4142,7
30,64,869938,51289,35221,10863,6258,16908,9873,1295,7
27,53,1694630,422406,39430,47614,31875,11574,14504,3101,7
26,51,2267895,336694,62126,5200,34558,25870,11927,2303,7
11,38,943065,90201,9780,17927,6174,4570,4536,1104,7
1,38,142431,115546,65216,11487,5210,7986,5626,5662,7
1,41,255685,129554,33675,1376,3817,3106,5129,975,7
1,50,1626869,239358,89739,49093,31127,11025,11666,2207,7
1,53,698631,201358,88713,17855,41892,29207,14483,8141,7
23,48,46498,37441,2963,2857,2298,3660,1000,947,5
37,47,798199,142613,44450,29548,30128,22786,21591,9627,5
43,41,170791,34498,1462,7812,4339,9228,6658,7883,5
44,43,84679,116401,17555,11701,20357,7187,9969,4049,5
34,38,5457,79025,20184,6801,4729,13389,10506,5999,5
20,37,319073,95238,7961,40429,22598,9118,21890,7009,5
41,37,374247,32401,5382,9184,11716,25413,11050,8810,5
54,47,50626,20663,16679,2196,8646,8659,7558,9734,5
63,48,12779,15963,4847,6764,4194,8975,12772,6419,5
77,53,8204,13765,8390,11870,4895,8681,10985,1726,5
69,64,8778,6275,7203,11410,10385,6810,6873,2276,5
81,66,3806,9509,19019,13306,13312,31164,11202,2261,5
75,70,14751,29784,16484,11120,6774,8479,4111,2884,5
77,63,16357,38371,13178,7973,15328,19830,3734,6334,5
78,54,7096,14836,6607,2257,10739,7092,10752,3682,5
61,61,6785,22805,45713,5125,4926,8925,15785,4400,5
66,63,8192,26152,26719,10466,7189,17846,8946,2193,5
64,66,2194,15955,1260,12502,7151,7988,9503,3172,5
63,77,5064,10361,5012,12581,4804,7596,5269,1701,5
80,63,7290,6013,5969,11344,7813,6915,6897,1846,5
80,63,386697,37922,19878,12957,10208,18981,8987,4064,5
77,61,20340,17949,19372,5790,15792,8926,5506,2157,5
67,67,20500,16368,11622,16432,4362,11097,9521,8301,5
48,61,500630,127761,49369,15843,13800,6035,8294,2289,5
37,53,999929,107276,21787,3230,9564,11508,7806,5907,5
29,56,379883,34343,32374,3169,5464,7197,5668,6722,5
51,51,5209,23420,6319,6236,2703,10450,2759,4374,5
57,63,295093,41367,43509,15158,12943,17399,9425,1471,5
63,63,13349,33810,1829,37928,5633,13073,8424,2239,5
41,64,925034,75918,27910,42598,9063,14317,5765,3784,5
26,60,75459,11382,4508,1924,915,539,279,87,5
11,53,402905,276673,69007,44354,47340,14072,13414,2032,5
21,66,6952,33122,3955,34911,3000,8040,4413,3532,5
53,66,96150,50432,16998,4114,15933,16007,7789,2136,5
53,64,17599,18422,23311,7785,7121,10644,9900,7271,5
51,50,2055789,129765,11854,15023,13581,14811,11222,9161,5
74,48,32010,4235,8414,12548,4534,35300,10544,7788,5
78,54,4616,17530,20888,11900,25329,20963,10087,3131,5
70,51,18723,55955,27686,20702,8393,10000,4079,2135,5
70,56,332313,105045,25665,22991,9864,15865,5958,7208,5
56,54,13028,32384,17516,6498,12928,13416,4977,1726,5
34,53,158111,216186,99291,13898,12641,11754,25427,10514,5
54,40,33836,13364,3523,1696,2294,21596,7037,3013,5
60,43,15257,32657,6712,21298,6555,11193,3584,4572,5
53,48,677820,58489,46172,12560,13975,14054,11241,5218,5
70,47,16143,34143,4949,13799,11294,13716,10717,7312,5
38,50,5093,23733,10122,9398,9253,8655,9611,2632,5
44,44,65201,34632,14745,8043,10674,13705,4252,3532,5
34,41,384252,69166,11155,5315,11783,6384,3769,1575,5
61,43,43510,17477,2781,11349,7748,19116,4781,2231,5
70,51,1610,3497,6257,20283,14135,10116,7465,1499,5
70,56,127391,84655,21414,22075,19253,11018,6845,2573,5
60,57,167193,96714,40519,5783,4387,21123,3307,2631,5
61,60,19912,14369,22328,5198,11689,20030,6022,6060,5
44,47,543542,140048,7814,23680,8903,9479,5717,1317,5
54,56,4521,16272,25752,2947,3095,10430,7982,3723,5
50,50,1394634,222803,28413,26950,16460,23999,10955,8661,5
37,56,7581,5967,6274,12422,5771,3213,4090,3379,5
54,69,5529,6651,11666,8208,5657,8991,6338,1397,5
69,61,2715,7009,13283,5991,6538,35738,7754,1912,5
91,63,928,10019,27556,17121,7076,11961,9404,1147,5
91,60,7938,9639,2253,20736,9351,12071,6035,1206,5
77,75,2374,1686,24528,20044,4618,12489,8571,2502,5
78,80,7094,8246,6665,3907,8587,13136,3689,2568,5
80,81,3514,5969,10045,26662,6017,11045,15454,2852,5
81,77,3021,4886,6364,10636,31283,8600,6259,2286,5
83,69,3045,16859,40429,13100,16283,22909,11570,2443,5
87,57,2515,8071,2178,3739,10027,7426,12968,3437,5
88,63,2370,6535,6662,9958,8949,11583,11511,4391,5
100,54,7248,4206,3873,8482,5184,20632,10322,1275,5
93,54,12531,30064,21885,13477,7128,14269,4314,3400,5
81,67,20574,22352,19029,14563,4203,7496,2194,4736,5
81,63,2908,12689,5964,6545,7527,12207,2165,2480,5
